edital_processo,id_ug,cod_ug,nome_ug,objeto,vl_homol,data,status,rp,id_edital,id_modalidade,modalidade,publicacao,item
PE 039/26,17302,FHEMOAM,FUNDAÇÃO DE HEMATOLOGIA E HEMOTERAPIA DO AMAZONAS,Serviço de Locação de Equipamentos Labor,           0.00,04/02/2026,Suspensão Recursal,N,252805,1,PE,19/01/2026,"[{'id': '152781', 'produto': 'LOCAÇÃO DE EQUIPAMENTOS LABORATORIAIS, Contratação de empresa especializada em serviço de locação de equipamento para uso em GASOMETRIA, incluindo o fornecimento de insumos, reagentes, treinamento, instalação, interfaceamento e manutenções preventivas, preditivas e corretivas, conforme o Termo de Referência.', 'unidade': 'Locação mensal', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '12', 'vl_total': '0', 'status': 'Fracassado', 'empresa': '-'}]"
PE 040/26,17301,FCECON,FUNDAÇÃO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZONAS,Serviços Comuns de Engenharia,"   1,170,000.00",09/02/2026,Suspensão Recursal,N,252829,1,PE,22/01/2026,"[{'id': '145760', 'produto': 'SERVIÇOS DE MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES, Contratação de empresa especializada na prestação de Serviço de Manutenção e Conservação de Usina para Geração de Gases Medicinais, com substituição de peças, acessórios e outros componentes, conforme Termo de Referência.', 'unidade': 'serviço', 'preco_maximo': '-', 'vl_unit': '19500', 'qtd': '60', 'vl_total': '1170000', 'status': 'Encerrado com Vencedor', 'empresa': 'IONTECH SERVICOS HOSPITALARES LTDA (12.372.984/0001-10)'}]"
PE 041/26,17304,FMT,FUNDAÇÃO DE MEDICINA TROPICAL ``DOUTOR HEITOR VIEIRA DOURADO``,SERVIÇO DE JARDINAGEM,           0.00,09/02/2026,Suspensão Recursal,N,252827,1,PE,22/01/2026,"[{'id': '153236', 'produto': 'SERVIÇO DE JARDINEIRO PODADOR/ROÇADOR, Contratação de empresa especializada em serviço de Jardineiro Podador/Roçador - ÁREA HOSPITALAR - 44 horas semanais, segunda a sábado, conforme Termo de Referência. ', 'unidade': 'homem', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '24', 'vl_total': '0', 'status': 'Encerrado com Vencedor', 'empresa': '-'}, {'id': '153235', 'produto': 'SERVIÇO DE JARDINEIRO PAISAGISTA, Contratação de empresa especializada em serviço de Jardineiro Paisagista - ÁREA HOSPITALAR - 44 horas semanais, segunda a sábado, conforme Termo de Referência. ', 'unidade': 'homem', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '12', 'vl_total': '0', 'status': 'Encerrado com Vencedor', 'empresa': '-'}]"
PE 042/26,17301,FCECON,FUNDAÇÃO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZONAS,Aquisição de Aparelho de Anestesia,           0.00,05/02/2026,Em Negociação,N,252831,1,PE,22/01/2026,"[{'id': '133790', 'produto': 'APARELHO DE ANESTESIA COM MONITOR MULTIPARAMÉTRICO, Aplicação: pediátrico, adulto e obeso mórbido; Estrutura não oxidante; prateleira de sup monitores; Gavetas e mesa de trabalho; Rodízios giratórios, no mínimo 2 com travas; Sistema de auto teste ao ligar com detecções de erros e falhas; Sensor de fluxo único universal pacientes adultos a neonatos; Sensor de fluxo Autoclavável; Válvulas para controle de fluxo e pressão, sistema de segurança para proteger o paciente de pressão e fluxos inadequados; Rotâmetro composto por fluxômetro com escalas para alto/baixo fluxo de O2 e N2O, para ar comprimido ou com monitoração digital com entrada para O2, ar comprimido e N2O; Sistema de segurança para interromper automaticamente o fluxo de N2O, na ausência de O2; Vaporizador tipo calibrado de engate rápido, permitir acoplamento de 2 vaporizadores e com sistema de segurança para o agente selecionado (se ofertado sistema que permite o acoplamento para 1 vaporizador, sup para acoplar o segundo vaporizador); Sistema de circuito paciente rápida mont/desmon pelo operador e passível de esterilização; Traquéias, válvulas, circuitos respiratórios, canister para armazenagem de cal sodada e sistema de entrega de volume, autoclaváveis; Sistema de exaustão de gases; Válvula APL graduada; Ventilador eletrônico microprocessado, com display LCD colorido. Modos Ventilatórios mínimos: Ventilação manual; Ventilação com respiração espontânea sem resistência do ventilador; Ventilação controlada a volume e ciclada a tempo; Ventilação controlada a pressão e ciclada a tempo; Ventilação mandatória intermitente sincronizada. Controles Ventilatórios mínimos: Volume corrente; Pressão; Frequência respiratória; Relação I:E; Pausa inspiratória; Peep; Alarmes de alta/baixa pressão de vias aéreas; Apnéia; Volume minuto alto/baixo; Alto/baixo FiO2; Falha de energia elétrica. Monit. numérica de pressão de pico, média, peep e gráfica da pressão das vias aéreas; Monitoração de frequência respiratória, volume corrente, volume min e fração inspiratória. Alimentação bivolt automático e bateria interna com autonomia de pelo menos 30min; Acompanha: 02 circuitos para pacientes, sendo 01 adulto e 01 infantil, autoclável; 01 balão para ventilação manual adulto e 01 infantil, 01 vaporizador calibrado de Sevoflurano; 01 vaporiz. calibrado de Isofluorano; 04 sensores de fluxo; 03 mangueiras no mínimo 4,5 metros, para oxigênio, para óxido nitroso e para ar comprimido. MONITOR MULTIPARAMÉTRICO, Aplicação: pediátrico, adulto e obeso mórbido; Pré-configurado monitorização de ECG, Respiração, Saturação de O2, Pressão não-invasiva, Temperatura, Capnografia e Pressão invasiva; Monitor com display color LCD de no mínimo 10 pol.; Monitorar CO2, NO2 e gases anestésicos diretamente no monitor ou em módulo a parte; Acompanha Bateria interna com autonomia de pelo menos 30min e demais acessórios mínimo para pleno funcionamento do equipamento. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '4', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}]"
PE 043/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,"   3,498,689.00",09/02/2026,Adjudicação,S,252844,1,PREGAO ELETRONICO PARA RP,23/01/2026,"[{'id': '111665', 'produto': 'AMPICILINA, Forma Farmacêutica: pó liofilizado, Concentração: 1g, Forma De Apresentação: frasco-ampola.', 'unidade': 'unidade', 'preco_maximo': '6.65', 'vl_unit': '4,04', 'qtd': '265840', 'vl_total': '1073993,6', 'status': 'Encerrado com Vencedor', 'empresa': 'F&R HOSPITALAR IMPORTACAO, EXPORTACAO E DISTRIBUICAO LTDA (51.837.171/0001-00)'}, {'id': '116370', 'produto': 'LEVOMEPROMAZINA, Forma Farmacêutica: comprimido; Concentração: 25mg. ', 'unidade': 'unidade', 'preco_maximo': '.7', 'vl_unit': '0,46', 'qtd': '435500', 'vl_total': '200330', 'status': 'Encerrado com Vencedor', 'empresa': 'CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL (44.734.671/0022-86)'}, {'id': '134234', 'produto': 'VANCOMICINA, Forma Farmacêutica: pó liofilizado p/ solução injetável - ENDOVENOSO SISTEMA FECHADO; Concentração: 500mg; Unidade de Fornecimento: frasco-ampola + bolsa com diluente. ', 'unidade': 'unidade', 'preco_maximo': '16.57', 'vl_unit': '10,75', 'qtd': '26400', 'vl_total': '283800', 'status': 'Encerrado com Vencedor', 'empresa': 'J I D DISTRIBUIDORA DE MEDICAMENTOS LTDA (15.489.853/0001-06)'}, {'id': '116425', 'produto': 'ETOMIDATO, Forma Farmacêutica: solução injetável; Concentração: 2mg/ml; Forma De Apresentação: frasco ampola com 10ml.  ', 'unidade': 'unidade', 'preco_maximo': '14.78', 'vl_unit': '9,5', 'qtd': '35590', 'vl_total': '338105', 'status': 'Encerrado com Vencedor', 'empresa': 'CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL (44.734.671/0022-86)'}, {'id': '104516', 'produto': 'TIGECICLINA, Forma Farmacêutica: pó liofilizado; Concentração: 50mg; Forma de Apresentação: Frasco-Ampola', 'unidade': 'unidade', 'preco_maximo': '98.36', 'vl_unit': '39', 'qtd': '2920', 'vl_total': '113880', 'status': 'Encerrado com Vencedor', 'empresa': 'ACCORD FARMACEUTICA LTDA - FILIAL (64.171.697/0004-99)'}, {'id': '142407', 'produto': 'MIDAZOLAM, Forma Farmacêutica: solução injetável; Concentração: 5mg/5mL; Unidade de Fornecimento: ampola com 5mL.', 'unidade': 'unidade', 'preco_maximo': '5.19', 'vl_unit': '1,8', 'qtd': '62200', 'vl_total': '111960', 'status': 'Encerrado com Vencedor', 'empresa': 'NCA MEDICAL - COMERCIO DE PRODUTOS HOSPITALAR LTDA (08.080.032/0001-56)'}, {'id': '115583', 'produto': 'TEICOPLANINA, Forma Farmacêutica: pó liofilizado para solução injetável; Concentração: 200 mg; Forma De Apresentação: frasco ampola.', 'unidade': 'unidade', 'preco_maximo': '55.04', 'vl_unit': '47,2', 'qtd': '2532', 'vl_total': '119510,4', 'status': 'Encerrado com Vencedor', 'empresa': 'CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL (44.734.671/0022-86)'}, {'id': '116232', 'produto': 'MISOPROSTOL, Forma Farmacêutica: comprimido vaginal; Concentração: 25mcg. ', 'unidade': 'unidade', 'preco_maximo': '10.13', 'vl_unit': '10,09', 'qtd': '7000', 'vl_total': '70630', 'status': 'Encerrado com Vencedor', 'empresa': 'MAPEMI - BRASIL MATERIAIS MEDICOS E ODONTOLOGICOS LTDA (84.487.131/0001-35)'}, {'id': '118253', 'produto': 'MIDAZOLAM, Forma Farmacêutica: solução injetável; Concentração: 5mg/ml; Forma De Apresentação: ampola com 3ml.', 'unidade': 'unidade', 'preco_maximo': '2.7', 'vl_unit': '1,6', 'qtd': '144100', 'vl_total': '230560', 'status': 'Encerrado com Vencedor', 'empresa': 'M BRAZAO DA SILVA (04.378.537/0001-40)'}, {'id': '124608', 'produto': 'LEVETIRACETAM, Forma Farmacêutica: solução oral; Concentração: 100mg/ml; Forma de Apresentação: Frasco com 150 ml. ', 'unidade': 'unidade', 'preco_maximo': '98.83', 'vl_unit': '37,8', 'qtd': '3200', 'vl_total': '120960', 'status': 'Encerrado com Vencedor', 'empresa': 'UNI HOSPITALAR CEARA LTDA  (21.595.464/0001-68)'}, {'id': '124771', 'produto': 'CEFALEXINA, Forma Farmacêutica: comprimido, cápsula ou drágea; Concentração: 500mg. ', 'unidade': 'unidade', 'preco_maximo': '.69', 'vl_unit': '0,42', 'qtd': '1988000', 'vl_total': '834960', 'status': 'Encerrado com Vencedor', 'empresa': 'UNIAO QUIMICA FARMACEUTICA NACIONAL S A (60.665.981/0009-75)'}]"
PE 044/26,17301,FCECON,FUNDAÇÃO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZONAS,Serviço de Manutenção de Equipamento,           0.00,,Reinscrição de Propostas,N,252843,1,PE,23/01/2026,"[{'id': '39309', 'produto': 'SERVIÇOS DE MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES, Descrição: contratação de empresa especializada na prestação de serviços de manutenção preventiva e/ou corretiva de equipamentos médico-hospitalares, com reposição de peças, conforme discriminação em Projeto Básico', 'unidade': 'serviço', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '60', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 045/26,17305,FHAJ,FUNDAÇÃO HOSPITAL ADRIANO JORGE,Serviços de Manutenção em Rede de Gases,           0.00,10/02/2026,Em Negociação,N,252845,1,PE,23/01/2026,"[{'id': '85440', 'produto': 'SERVIÇOS DE MANUTENÇÃO NA REDE DE GASES MEDICINAIS, Descrição: serviço de instalação, manutenção preventiva e/ou corretiva de redes de gases medicinais, com reposição de peças, em conformidade com as normas ABNT e legislação vigente', 'unidade': 'serviço', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '146669', 'produto': 'SERVIÇOS DE GASES MEDICINAIS, Contratação de empresa especializada em serviço de LOCAÇÃO DE SISTEMA DE AR COMPRIMIDO MEDICINAL, incluindo suporte técnico e fornecimento de peças, conforme Termo de Referência.', 'unidade': 'serviço', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}]"
PE 046/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Hospitalar,           0.00,10/02/2026,Em Negociação,S,252865,1,PREGAO ELETRONICO PARA RP,27/01/2026,"[{'id': '153475', 'produto': 'MÁSCARA DE OXIGÊNIO, Tipo: Pediátrica; De alta concentração; Material: PVC; Com reservatório tipo \x93Bag\x92\x92; Elástico ajustável para fixação, válvula unidirecional de conexão com a máscara e o reservatório.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '7300', 'vl_total': '0', 'status': 'Lance Encerrado', 'empresa': '-'}, {'id': '153476', 'produto': 'MÁSCARA DE OXIGÊNIO, Tipo: Neonatal (prematuro); Aplicação: para reanimador AMBÚ; Material: silicone; Autoclavável, Redonda; Tamanho: 00.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1140', 'vl_total': '0', 'status': 'Lance Encerrado', 'empresa': '-'}, {'id': '137707', 'produto': 'TELA SINTÉTICA CIRÚRGICA, parcialmente absorvível; Multifilamentar; Estéril; Dimensões: 10 a 15cm x 15cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '2950', 'vl_total': '0', 'status': 'Lance Encerrado', 'empresa': '-'}]"
PE 047/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Hospitalar,           0.00,10/02/2026,Em Negociação,S,252869,1,PREGAO ELETRONICO PARA RP,27/01/2026,"[{'id': '128677', 'produto': 'CURATIVO, Aplicação: Para tratamento de lesões; Curativo em espuma de poliuretano, com prata e borda em silicone atraumático; Estéril; Hipoalergênico; Dimensões: 17,5 a 18cm x 17,5 a 18cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '33300', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '135085', 'produto': 'CURATIVO, Primário; Estéril; Filme de poliuretano com adesivo suave de silicone semipermeável; Espuma de poliuretano e camada absorvente e matriz cicatrizante com tecnologia lípido colóide; Dimensões: 10x10cm', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '14700', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '128657', 'produto': 'CURATIVO, Aplicação: Prevenção de lesão na região sacral; Curativo em espuma de poliuretano com borda e no mínimo 3 camadas; Autoaderente; Camada de contato com a pele adesiva, em silicone suave atraumático; Estéril; Hipoalergênico; Formato específico para região sacral; Dimensões: 15 a 20cm x 16 a 20cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '16300', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '128670', 'produto': 'CURATIVO, Aplicação: Tratamento de lesão; Curativo de hidrocolóide, auto-adesivo; Hipoalergênico; Estéril; Dimensões: 10cm x 10cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '17300', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '128682', 'produto': 'CURATIVO, Aplicação: feridas exudativas infectadas, com ou sem cavidade; Composto exclusivamente por hidrofibra, sem a presença de alginato, com prata, estéril, super absorevente (absorção vertical), forma um gel em contato com o exsudato da ferida; Tamanho: 15cm x 15cm. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '36700', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '128683', 'produto': 'CURATIVO, Aplicação: feridas exudativas, com ou sem cavidade; Composto exclusivamente por hidrofibra, sem a presença de alginato, estéril, super absorevente (absorção vertical), forma um gel em contato com o exsudato da ferida; Tamanho: 10cm x 10cm. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '34400', 'vl_total': '0', 'status': 'Lance Encerrado', 'empresa': '-'}, {'id': '115794', 'produto': 'CURATIVO, Descrição: Curativo de hidrogel sem alginato, estéril, embalagem(ns) perfazendo 25 a 30g.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '54400', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '128675', 'produto': 'CURATIVO, Aplicação: Tratamento de lesões; Curativo em espuma de poliuretano, com prata e sem borda; Estéril; Hipoalergênico; Dimensões: 15cm x 15cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '16100', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}]"
PE 048/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,           0.00,10/02/2026,Em Negociação,S,252868,1,PREGAO ELETRONICO PARA RP,27/01/2026,"[{'id': '145183', 'produto': 'LIRAGLUTIDA, Forma Farmacêutica: solução injetável; Concentração: 6mg/mL; Unidade de Fornecimento: sistema de aplicação contendo 03 canetas preenchidas com 3mL cada.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '48', 'vl_total': '0', 'status': 'Fracassado', 'empresa': '-'}, {'id': '134235', 'produto': 'CEFTRIAXONA, Forma Farmacêutica: pó liofilizado p/ solução injetável - ENDOVENOSO SISTEMA FECHADO; Concentração: 1G; Unidade de Fornecimento: frasco-ampola + bolsa com diluente. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '52160', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '116095', 'produto': 'PERMETRINA, Forma Farmacêutica: loção cremosa; Concentração: 50mg/ml(5%); Forma De Apresentação: frasco.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '37100', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '143791', 'produto': 'ATRACÚRIO (BESILATO), Forma Farmacêutica: solução injetável; Concentração: 10mg/mL; Unidade de Fornecimento: frasco-ampola de 5mL. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '17400', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '115983', 'produto': 'ISOSSORBIDA (MONONITRATO), Forma Farmacêutica: comprimido; Concentração: 20mg. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '488400', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '110187', 'produto': 'ÓXIDO DE ZINCO (Pasta d´água), Forma Farmacêutica: pasta, Concentração: 250mg/g, Forma De Apresentação: Frasco com 100g.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '15500', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '114912', 'produto': 'HIDROCORTISONA (SUCCINATO SÓDICO) , Forma Farmacêutica: pó p/ solução injetável; Concentração: 100mg; Forma De Apresentação: frasco ampola.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '680900', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '114834', 'produto': 'LIDOCAÍNA, Forma Farmacêutica: solução tópica; Concentração: 10% (100mg/ml); Forma de Apresentação: frasco spray com 50ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '6570', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '114876', 'produto': 'TIROFIBANA, Forma Farmacêutica: solução injetável; Concentração: 0,25mg/ml; Forma De Apresentação: frasco ampola com 50ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1200', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '111391', 'produto': 'NIFEDIPINO, Forma Farmacêutica: cápsula/comprimido de liberação imediata, Concentração: 10mg. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '17600', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '144407', 'produto': 'SELUMETINIBE (SULFATO), Forma Farmacêutica: cápsula dura; Concentração: 10mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '2400', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '114741', 'produto': 'HIDRALAZINA, Forma Farmacêutica: drágea; Concentração: 25 mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '714720', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '116049', 'produto': 'SAIS PARA REIDRATAÇÃO ORAL, Forma Farmacêutica: pó para solução oral; Forma De Apresentação: envelope com 27,9g. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '330900', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}, {'id': '140693', 'produto': 'PANTOPRAZOL, Forma Farmacêutica: comprimido revestido; Concentração: 40mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '410000', 'vl_total': '0', 'status': 'Fim Habilitação', 'empresa': '-'}]"
PE 049/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Hospitalar,           0.00,11/02/2026,Em Negociação,S,252866,1,PREGAO ELETRONICO PARA RP,27/01/2026,"[{'id': '134750', 'produto': 'CURATIVO,  Descrição: Autoaderente, adaptável, que absorve o exsudato e mantém a umidade do local; Composto de cinco camadas sendo: uma camada de contato com a ferida de silicone macio; um curativo absorvente e flexível em 3 camadas (uma espuma, uma camada de dispersão não tecido e uma camada com fibras absorventes); um filme exterior permeável ao vapor e à prova de água; Tamanho: 10 x 10cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '12300', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '148252', 'produto': 'CURATIVO, Tipo: não absorvente; Composição Mínima: cobertura de silicone elástico de fibras de poliamida flexível; Possui um lado autoaderente; Dimensões: 10 x 18cm. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '7000', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '144088', 'produto': 'CURATIVO, Aplicação: prevenção de lesões e proteção da pele; Curativo de silicone autoadesivo, bi-elástico e com camada superior de fibras de lycra; Estéril e descartável; Tamanho: 5cm x 150cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '7400', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '148478', 'produto': 'CURATIVO, Aplicação: para o tratamento de feridas crônicas e agudas com volume de exsudato baixo; Material: com cobertura de espuma poliuretano fina, flexível e absorvente; Com 03 camadas: 01 camada de adesivo de silicone suave, 01 almofada absorvente flexível de espuma de poliuretano, 01 película exterior permeável ao vapor e a prova de água; Dimensões: 20 x 50cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '7400', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '145222', 'produto': 'CURATIVO, Tipo: não adesivo; Aplicação: cicatrização avançada de feridas; Composição mínima: membrana de poliuterano, coberta por filme semi permeável; Dimensões: 17cm x 19cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '7050', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}]"
PE 050/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Gêneros de Nutrição,           0.00,10/02/2026,Em Negociação,S,252867,1,PREGAO ELETRONICO PARA RP,27/01/2026,"[{'id': '124817', 'produto': 'SUPLEMENTO ALIMENTAR LÍQUIDO, para uso em adultos desnutridos, hipercalórico, hiperproteico, com proteína alto valor biológico. Isento de glúten. Apresentação: EMBALAGEM COM 200 A 250ml. Referências: FRESUBIN PROTEIN ENERGY DRINK 1.5, NUTRIDRINK PROTEIN 1.5, ENSURE PLUS ADVANCED 1.5, NUTREN SENIOR 1.5 OU EQUIVALENTE.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '643300', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '136427', 'produto': 'NUTRIÇÃO ENTERAL LÍQUIDA, Fórmula Modificada para nutrição enteral, com micronutrientes adequados para pacientes com função renal comprometida em tratamento conservador; Fórmula polimérica, hipercalórica (maior ou igual a 2.0 Kcal/mL), com proteína igual ou inferir 10% e adequado teor lipídico; Isenta de lactose, sacarose e glúten; Unidade de Fornecimento: EMBALAGEM EM SISTEMA ABERTO COM 1L (OU 02 EMBALAGENS DE 500mL cada); Referências: NUTRI RENAL 2.0 KCAL/ML OU EQUIVALENTE.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '3120', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}, {'id': '136391', 'produto': 'NUTRIÇÃO ENTERAL LÍQUIDA, Fórmula Modificada para nutrição enteral líquida; Oligomérica; Normocalórica; Isenta de sacarose, glúten e lactose; Unidade de Fornecimento: EMBALAGEM SISTEMA FECHADO COM 1000mL; Referência: NUTRISON ADVANCED PEPTISORB, SURVIMED OPD, PEPTAMEN PREBIO ou EQUIVALENTE.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '5156', 'vl_total': '0', 'status': 'Fracassado', 'empresa': '-'}, {'id': '144951', 'produto': 'SUPLEMENTO ALIMENTAR LÍQUIDO, Com micronutrientes adequados para nefropatas dialisados; Hipercalórico; Isento de glúten, sem lactose adicionada; Unidade de Fornecimento: EMBALAGEM 200mL; Referências: NOVASOURCE REN, NUTRI RENAL D, FRESUBIN 2KCAL DRINK OU EQUIVALENTE.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '66672', 'vl_total': '0', 'status': 'Em Habilitação', 'empresa': '-'}]"
PE 051/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Hospitalares,           0.00,,Inscrição de Propostas,S,252903,1,PREGAO ELETRONICO PARA RP,30/01/2026,"[{'id': '115798', 'produto': 'CURATIVO Descrição: Curativo composto por fibras de alginato de cálcio que absorve o exsudato da ferida formando uma camada de gel, podendo ser dobrado ou recortado a fim de acomodar-se ao leito da ferida. Dimensões: 10cm x 10cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '65400', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '122692', 'produto': 'CURATIVO, Descrição: Curativo primário não aderente, estéril, absorvente, não oclusivo, composto por fibras poliabsorventes, formadas por núcleo acrílico envolto por polímeros de Poliacrilato de Amônia, com carboximetilcelulose, partículas lipofílicas e sais de Prata; Dimensões: 10 x 10cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '13850', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '119738', 'produto': 'CURATIVO, Descritivo: Curativo tipo Bandagem pronta para Bota de Unna, com pouca elasticidade, impregnada com óxido de zinco. Dimensões mínimas: 10cm x 9m.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '13670', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
